,Name,Season,Position,Rookie Season Fantasy Points,Ffpts_Gp,Team,Games_Played,Pass_Comp,Pass_Att,Pass_Yd,Pass_Td,Pass_Int,Rush_Att,Rush_Yd,Rush_Td,Rec_Target,Rec_Reception,Rec_Yd,Rec_Td,Fgm,Fga,Epm,Epa,Tackle,Assist,Sack,Pd,Int,Ff,Fr,Draft_Pick,Height_Combine,Weight_Combine,Wonderlic,Forty_Yard,Bench_Press,Vertical_Leap,Broad_Jump,Shuttle,Three_Cone,Pass Att_Sum,Pass Comp_Sum,Pass Conv_Sum,Pass Int_Sum,Pass Td_Sum,Pass Yard_Sum,Qb Hurry_Sum,Rec_Sum,Rec Td_Sum,Rec Yards_Sum,Rush Att_Sum,Rush Td_Sum,Rush Yard_Sum,Fumble_Sum,Fumble Lost_Sum,Kickoff Ret_Sum,Kickoff Ret Td_Sum,Kickoff Ret Yard_Sum,Kickoff Touchback_Sum,Punt Ret_Sum,Punt Ret Td_Sum,Punt Ret Yard_Sum,Off 2Xp Att_Sum,Off 2Xp Made_Sum,Points_Sum,Tackle Assist_Sum,Tackle For Loss_Sum,Tackle For Loss Yard_Sum,Tackle Solo_Sum,Pass Broken Up_Sum,Sack_Sum,Sack Yard_Sum,Int Ret_Sum,Int Ret Td_Sum,Int Ret Yard_Sum,Misc Ret_Sum,Misc Ret Td_Sum,Misc Ret Yard_Sum,Kick/Punt Blocked_Sum,Fumble Forced_Sum,Fum Ret_Sum,Fum Ret Td_Sum,Fum Ret Yard_Sum,Def 2Xp Att_Sum,Def 2Xp Made_Sum,Safety_Sum,Field Goal Att_Sum,Field Goal Made_Sum,Off Xp Kick Att_Sum,Off Xp Kick Made_Sum,Punt_Sum,Punt Yard_Sum,Kickoff_Sum,Kickoff Yard_Sum,Kickoff Onside_Sum,Kickoff Out-Of-Bounds_Sum,Pass Att_Mean,Pass Comp_Mean,Pass Conv_Mean,Pass Int_Mean,Pass Td_Mean,Pass Yard_Mean,Qb Hurry_Mean,Rec_Mean,Rec Td_Mean,Rec Yards_Mean,Rush Att_Mean,Rush Td_Mean,Rush Yard_Mean,Fumble_Mean,Fumble Lost_Mean,Kickoff Ret_Mean,Kickoff Ret Td_Mean,Kickoff Ret Yard_Mean,Kickoff Touchback_Mean,Punt Ret_Mean,Punt Ret Td_Mean,Punt Ret Yard_Mean,Off 2Xp Att_Mean,Off 2Xp Made_Mean,Points_Mean,Tackle Assist_Mean,Tackle For Loss_Mean,Tackle For Loss Yard_Mean,Tackle Solo_Mean,Pass Broken Up_Mean,Sack_Mean,Sack Yard_Mean,Int Ret_Mean,Int Ret Td_Mean,Int Ret Yard_Mean,Misc Ret_Mean,Misc Ret Td_Mean,Misc Ret Yard_Mean,Kick/Punt Blocked_Mean,Fumble Forced_Mean,Fum Ret_Mean,Fum Ret Td_Mean,Fum Ret Yard_Mean,Def 2Xp Att_Mean,Def 2Xp Made_Mean,Safety_Mean,Field Goal Att_Mean,Field Goal Made_Mean,Off Xp Kick Att_Mean,Off Xp Kick Made_Mean,Punt_Mean,Punt Yard_Mean,Kickoff_Mean,Kickoff Yard_Mean,Kickoff Onside_Mean,Kickoff Out-Of-Bounds_Mean,Class,College,Conference,Subn,Height_Ncaa,Weight_Ncaa,Home Country,Home State,Home Town,Last School
1663,Jordan Pugh,2010,Defensive Back,20,1.3,CAR,15,,,,,,,,,,,,,,,,,9,4,0,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,16,,,,33,2.5,5,51,9,,,3,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083333333,,,,,,0.25,,1.333333333,,,,2.75,0.208333333,0.416666667,4.25,0.75,,,0.25,,5.333333333,,,,,,,,,,,,,,,,,,,,,,SR,texasam,Southeastern Conference,FBS,71,200,US,TX,Plano,West
1664,Maurice Purify,2009,Wide Receiver,0,0,CIN,5,,,,,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,9,814,2,,15,1,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.181818182,0.818181818,74,0.181818182,,1.363636364,0.090909091,,,,,,,,,,,4.909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,nebraska,Big Ten Conference,FBS,76,220,US,CA,Eureka,San Francisco City College/Eureka
1665,Ryan Purvis,2010,Tight End,3.8,0.4,TB,10,,,,,,,,,6,5,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,176,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.181818182,,16,,,,,,,,,,,,,,,,,,,0.090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,bostoncollege,Atlantic Coast Conference,FBS,76,260,US,PA,Reinholds,Lancaster Catholic
1666,Andrew Quarless,2010,Tight End,29.8,2.3,GB,13,,,,,,,,,33,21,238,1,,,,,,,,,,,,154,77,254,,4.68,23,32,112,,,,,,,,,,41,3,536,,,,,,,,,,,,,,,18,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.153846154,0.230769231,41.23076923,,,,,,,,,,,,,,,1.384615385,,,,0.230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,pennstate,Big Ten Conference,FBS,77,248,US,NY,Uniondale,Uniondale
1667,Brian Quick,2012,Wide Receiver,27.6,2,STL,14,,,,,,0,0,0,27,11,156,2,,,,,,,,,,,,33,76,220,,4.5,15,34,119,4.23,7.1,,,,,,,,3,1,110,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,110,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,appalachianstate,Southern,FCS,,,,,,
1668,Glover Quin,2009,Defensive Back,73,4.9,HOU,15,,,,,,,,,,,,,,,,,56,12,0,11,0,0,0,112,71,204,,4.5,22,38,119,4.43,7.39,,,,,,,,,,,,,,1,1,10,,313,,,,,,,,20,4.5,11,33,11,,,5,,95,,,,,,1,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083333333,0.083333333,0.833333333,,26.08333333,,,,,,,,1.666666667,0.375,0.916666667,2.75,0.916666667,,,0.416666667,,7.916666667,,,,,,0.083333333,,2.416666667,,,,,,,,,,,,,,SR,newmexico,Mountain West Conference,FBS,72,200,US,MS,Summit,Southwest Mississippi CC
1669,Brady Quinn,2007,Quarterback,2.3,1.1,CLE,2,3,8,45,0,0,0,0,0,,,,,,,,,,,,,,,,22,75,232,29,4.73,24,,,,,467,289,,7,37,3426,,,,,82,2,71,4,1,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,37,,,,,35.92307692,22.23076923,,0.538461538,2.846153846,263.5384615,,,,,6.307692308,0.153846154,5.461538462,0.307692308,0.076923077,,,,,,,,,,0.923076923,,,,,,,,,,,,,,,,,,,,,,,,,,0.076923077,2.846153846,,,,,SR,notredame,Independent,FBS,,,,,,
1670,Richard Quinn,2009,Tight End,0,0,DEN,15,,,,,,,,,1,0,0,0,,,,,,,,,,,,64,76,264,,4.88,24,32.5,119,4.62,7.5,,,,,,,,8,1,97,,,,1,1,1,,-2,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.888888889,0.111111111,10.77777778,,,,0.111111111,0.111111111,0.111111111,,-0.222222222,,,,,,,0.666666667,0.111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,northcarolina,Atlantic Coast Conference,FBS,,,US,OH,Maple Heights,Maple Heights
1671,Robert Quinn,2011,Defensive Lineman,46.5,3.1,STL,15,,,,,,,,,,,,,,,,,20,3,5,2,0,1,0,14,76,265,,4.62,22,34,116,4.4,7.13,,,,,,,12,,,,,,,,,,,,,,,,,,,17,19,120,35,3,11,94,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,0.923076923,,,,,,,,,,,,,,,,,,,1.307692308,1.461538462,9.230769231,2.692307692,0.230769231,0.846153846,7.230769231,,,,,,,,0.461538462,,,,,,,,,,,,,,,,,JR,northcarolina,Atlantic Coast Conference,FBS,77,270,US,SC,Ladson,Ft. Dorchester
1672,Bobby Rainey,2013,Running Back,97.2,8.1,CLE,12,,,,,,150,566,5,19,15,46,1,,,,,,,,,,,,,,,,,,,,,,2,2,,,1,48,,36,4,361,369,13,1695,3,1,,,,,,,,,,102,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166666667,0.166666667,,,0.083333333,4,,3,0.333333333,30.08333333,30.75,1.083333333,141.25,0.25,0.083333333,,,,,,,,,,8.5,,,,0.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,westernkentucky,Sun Belt Conference,FBS,68,205,US,GA,Griffin,Griffin HS
1673,Christopher Rainey,2012,Running Back,28.2,2,PIT,14,,,,,,26,102,2,22,14,60,0,,,,,,,,,,,,159,68,180,,4.36,16,36.5,120,3.93,6.5,,,,,,,,31,2,381,171,2,861,6,2,4,,103,,12,1,106,2,1,32,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2.583333333,0.166666667,31.75,14.25,0.166666667,71.75,0.5,0.166666667,0.333333333,,8.583333333,,1,0.083333333,8.833333333,0.166666667,0.083333333,2.666666667,,,,,,,,,,,,,,0.166666667,,,,,,,,,,,,,,,,,,SR,florida,Southeastern Conference,FBS,69,174,US,FL,Lakeland,Lakeland
1674,Bj Raji,2009,Defensive Lineman,27,1.9,GB,14,,,,,,,,,,,,,,,,,19,6,1,1,0,0,0,9,74,337,,5.12,33,32,103,4.69,7.9,,,,,,,3,,,,,,,,,,,,,,,,,,,20,14,79,22,5,7.5,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.230769231,,,,,,,,,,,,,,,,,,,1.538461538,1.076923077,6.076923077,1.692307692,0.384615385,0.576923077,3.692307692,,,,,,,,,,,,,,,,,,,,,,,,,SR,bostoncollege,Atlantic Coast Conference,FBS,73,323,US,NJ,Washington Twp.,Westwood Regional
1675,Bacarri Rambo,2013,Defensive Back,40.5,4.5,WAS,9,,,,,,,,,,,,,,,,,31,11,1,0,0,0,0,191,73,211,20,4.56,17,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,26,1,12,47,2,1,12,3,,44,,,,,3,1,,49,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,2.6,0.1,1.2,4.7,0.2,0.1,1.2,0.3,,4.4,,,,,0.3,0.1,,4.9,,,,,,,,,,,,,,SR,georgia,Southeastern Conference,FBS,72,210,US,GA,Donalsonville,Seminole County
1676,Lajuan Ramsey,2006,Defensive Lineman,11,1.8,PHI,6,,,,,,,,,,,,,,,,,5,0,0,1,1,0,0,204,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,21,5.5,14,19,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.090909091,,,,,,,,,,,,,,,,,,,1.909090909,0.5,1.272727273,1.727272727,,0.090909091,0.636363636,,,,,,,,,,,,,,,,,,,,,,,,,SR,southerncalifornia,Pac-12 Conference,FBS,,,,,,
1677,Kheeston Randall,2012,Defensive Lineman,6,1.2,MIA,5,,,,,,,,,,,,,,,,,5,2,0,0,0,0,0,215,77,293,,5,28,34,111,4.84,7.49,,,,,,,6,,,,,,,,,,,,,,,,,,,20,4,14,11,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.461538462,,,,,,,,,,,,,,,,,,,1.538461538,0.307692308,1.076923077,0.846153846,0.076923077,0.076923077,0.538461538,,,,,,,,,,,,,,,,,,,,,,,,,SR,texas,Big 12 Conference,FBS,77,305,US,TX,Beaumont,Kelly
1678,Joseph Randle,2013,Running Back,34.5,6.9,DAL,5,,,,,,54,164,2,10,8,61,0,,,,,,,,,,,,151,73,204,,4.63,,35,123,,,2,2,,,,37,,28,,224,274,14,1417,2,2,,,,,,,,,,84,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.153846154,0.153846154,,,,2.846153846,,2.153846154,,17.23076923,21.07692308,1.076923077,109,0.153846154,0.153846154,,,,,,,,,,6.461538462,0.076923077,,,0.153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR,oklahomastate,Big 12 Conference,FBS,73,200,US,KS,Wichita,Southeast
1679,Rueben Randle,2012,Wide Receiver,47.8,4.3,NYG,11,,,,,,0,0,0,32,19,298,3,,,,,,,,,,,,63,75,210,,4.55,15,31,121,4.36,6.99,,,,,,,,53,8,917,,,,2,,1,,-1,,2,,-5,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.785714286,0.571428571,65.5,,,,0.142857143,,0.071428571,,-0.071428571,,0.142857143,,-0.357142857,,,3.428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR,louisianastate,Southeastern Conference,FBS,76,208,US,LA,Bastrop,Bastrop HS
1680,Louis Rankin,2009,Running Back,6.9,0.8,OAK,9,,,,,,8,36,0,7,5,33,0,,,,,,,,,,,,,,,,,,,,,,4,2,,,1,31,,20,2,126,233,6,1294,6,3,40,1,976,,,,,,,54,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.307692308,0.153846154,,,0.076923077,2.384615385,,1.538461538,0.153846154,9.692307692,17.92307692,0.461538462,99.53846154,0.461538462,0.230769231,3.076923077,0.076923077,75.07692308,,,,,,,4.153846154,0.076923077,,,0.153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,washington,Pac-12 Conference,FBS,73,205,US,CA,Stockton,Lincoln
1681,Mistral Raymond,2011,Defensive Back,25,2.5,MIN,10,,,,,,,,,,,,,,,,,9,12,0,3,1,0,1,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4.5,13,43,7,,,1,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.083333333,0.375,1.083333333,3.583333333,0.583333333,,,0.083333333,,1.083333333,,,,,,,,,,,,,,,,,,,,,,SR,southflorida,American Athletic Conference,FBS,74,192,US,FL,Palmetto,Ellsworth CC/Palmetto HS
1682,Vince Redd,2008,Linebacker,10.5,2.1,NE,5,,,,,,,,,,,,,,,,,5,3,0,1,0,1,0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,6,1.5,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333333333,,,,,,,,,,,,,,,,,,,1,0.25,0.333333333,1.666666667,0.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,SO,virginia,Atlantic Coast Conference,FBS,,,,,,
1683,Kevin Reddick,2013,Linebacker,14,1.6,NO,9,,,,,,,,,,,,,,,,,10,2,0,0,0,1,0,,73,243,,4.72,23,,113,,,,,,,,,6,,,,,,,,,,,,,,,,,,,36,18.5,77,49,6,6.5,46,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,3,1.541666667,6.416666667,4.083333333,0.5,0.541666667,3.833333333,,,,,,,,0.166666667,,,,,,,,,,,,,,,,,SR,northcarolina,Atlantic Coast Conference,FBS,75,240,US,NC,New Bern,Hargrave Military Academy/New Bern
1684,Marcel Reece,2009,Running Back,2,1,OAK,2,,,,,,0,0,0,4,2,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,8,761,3,,19,,,,,,,,,,,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.615384615,58.53846154,0.230769231,,1.461538462,,,,,,,,,,,0.076923077,3.846153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,washington,Pac-12 Conference,FBS,75,240,US,CA,Hesperia,El Camino CC
1685,Brooks Reed,2011,Linebacker,69,4.3,HOU,16,,,,,,,,,,,,,,,,,31,14,6,3,0,0,2,42,75,263,,4.65,30,30.5,113,4.28,7.11,,,,,,,,,,,,,,,,,,,,,,,,,,21,10,71,26,2,6.5,62,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.615384615,0.769230769,5.461538462,2,0.153846154,0.5,4.769230769,,,,,,,,0.076923077,,,,,,,,,,,,,,,,,SR,arizona,Pac-12 Conference,FBS,75,262,US,AZ,Tucson,Sabino HS
1686,David Reed,2010,Wide Receiver,1.5,0.1,BAL,13,,,,,,1,15,0,1,0,0,0,,,,,,,,,,,,156,73,191,,4.56,15,37,114,4.38,6.95,,,,,,,,81,5,1188,4,,4,4,2,8,,161,,,,,,1,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.230769231,0.384615385,91.38461538,0.307692308,,0.307692308,0.307692308,0.153846154,0.615384615,,12.38461538,,,,,,0.076923077,2.461538462,0.076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,utah,Pac-12 Conference,FBS,72,190,US,CT,New Britain,Pasadena City College
1687,Jordan Reed,2013,Tight End,69.7,7.7,WAS,9,,,,,,,,,59,45,499,3,,,,,,,,,,,,85,75,236,,4.72,16,,,,,1,,,,,,,45,3,559,,,,1,1,1,,35,,,,,,,18,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076923077,,,,,,,3.461538462,0.230769231,43,,,,0.076923077,0.076923077,0.076923077,,2.692307692,,,,,,,1.384615385,,,,0.076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR,florida,Southeastern Conference,FBS,75,243,US,CT,New London,New London
1688,Nick Reed,2009,Defensive Lineman,29.5,1.8,SEA,16,,,,,,,,,,,,,,,,,10,7,1,2,0,0,2,247,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,18,20,104,35,2,13,83,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1.5,1.666666667,8.666666667,2.916666667,0.166666667,1.083333333,6.916666667,,,,,,,,0.166666667,,,,,,,,,,,,,,,,,SR,oregon,Pac-12 Conference,FBS,74,248,US,CA,Trabuco Canyon,Mission Viejo HS
1690,Eric Reid,2013,Defensive Back,102.5,6.4,SF,16,,,,,,,,,,,,,,,,,62,15,0,11,4,0,1,18,73,213,29,4.53,17,40.5,134,4.22,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,49,1,1,42,7,,,2,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.769230769,0.076923077,0.076923077,3.230769231,0.538461538,,,0.153846154,,2.230769231,,,,,,,,,,,,,,,,,,,,,,JR,louisianastate,Southeastern Conference,FBS,74,212,US,LA,Geismar,Dutchtown HS
1691,Willie Reid,2006,Wide Receiver,0,0,PIT,1,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,95,71,188,,4.34,,37.5,117,4.26,7.06,,,,,,,,50,1,634,1,,5,,,8,,145,,31,3,541,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.1,63.4,0.1,,0.5,,,0.8,,14.5,,3.1,0.3,54.1,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,floridastate,Atlantic Coast Conference,FBS,,,,,,
1692,Christopher Reis,2008,Defensive Back,20,1.3,NO,15,,,,,,,,,,,,,,,,,12,2,1,0,0,1,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,27,6.5,19,57,2,0.5,4,2,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083333333,,,,,,,,,,,,,,,,,,,2.25,0.541666667,1.583333333,4.75,0.166666667,0.041666667,0.333333333,0.166666667,,6,,,,,,,,,,,,,,,,,,,,,,SR,georgiatech,Atlantic Coast Conference,FBS,,,,,,
1693,Allen Reisner,2011,Tight End,0.5,0.1,MIN,5,,,,,,,,,1,1,5,0,,,,,,,,,,,,,74,248,,4.9,14,28,108,4.59,7.31,,,,,,,,42,2,460,,,,,,,,,,,,,,,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.230769231,0.153846154,35.38461538,,,,,,,,,,,,,,,0.923076923,0.153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,iowa,Big Ten Conference,FBS,75,248,US,IA,Marion,Marion
1694,Darrelle Revis,2007,Defensive Back,112.5,7,NYJ,16,,,,,,,,,,,,,,,,,74,13,0,17,3,0,0,14,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,22,1,190,,,18,6,4,6,33,4,,,2,2,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.166666667,0.083333333,,,,,1.833333333,0.083333333,15.83333333,,,1.5,0.5,0.333333333,0.5,2.75,0.333333333,,,0.166666667,0.166666667,6.333333333,,,,,,,,,,,,,,,,,,,,,,JR,pittsburgh,Atlantic Coast Conference,FBS,,,,,,
1695,Vincent Rey,2011,Linebacker,6,0.4,CIN,16,,,,,,,,,,,,,,,,,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,54,8.5,20,44,3,1,5,2,,16,,,,,,1,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,4.5,0.708333333,1.666666667,3.666666667,0.25,0.083333333,0.416666667,0.166666667,,1.333333333,,,,,,0.083333333,0.083333333,1.333333333,,,,,,,,,,,,,,SR,duke,Atlantic Coast Conference,FBS,72,245,US,NY,Far Rockaway,Bayside & Mercersburg Academy
1696,Kendall Reyes,2012,Defensive Lineman,46,3.1,SD,15,,,,,,,,,,,,,,,,,17,12,5.5,1,0,0,0,49,76,299,,4.82,36,34.5,113,4.53,7.43,,,,,,,3,,,,,,,,,,,,,,,,,,6,22,13.5,52,24,4,4.5,32,,,,,,,,,1,1,9,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,0.5,1.833333333,1.125,4.333333333,2,0.333333333,0.375,2.666666667,,,,,,,,,0.083333333,0.083333333,0.75,,,,,,,,,,,,,,SR,connecticut,American Athletic Conference,FBS,76,295,US,NH,Nashua,Nashua North
1697,Darius Reynaud,2008,Running Back,0,0,MIN,3,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,69,201,,4.48,20,34.5,130,4.32,6.88,,,,,,,,64,12,733,11,1,103,2,1,8,,211,,,,,,,78,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.923076923,0.923076923,56.38461538,0.846153846,0.076923077,7.923076923,0.153846154,0.076923077,0.615384615,,16.23076923,,,,,,,6,,,,0.076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,westvirginia,Big 12 Conference,FBS,70,200,US,LA,Luling,
1698,Xavier Rhodes,2013,Defensive Back,57.5,4.4,MIN,13,,,,,,,,,,,,,,,,,41,7,0,10,0,1,0,25,74,210,,4.43,14,40.5,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,8,27,7,,,3,,14,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.166666667,0.666666667,2.25,0.583333333,,,0.25,,1.166666667,,,,,0.083333333,,,,,,,,,,,,,,,,,JR,floridastate,Atlantic Coast Conference,FBS,74,217,US,FL,Miami,Norland
1699,Ray Rice,2008,Running Back,72.7,5.6,BAL,13,,,,,,107,454,0,43,33,273,0,,,,,,,,,,,,55,68,199,,4.42,23,31.5,119,4.2,6.65,,,,,,,,25,1,239,380,24,2012,3,3,,,,,,,,,,150,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.923076923,0.076923077,18.38461538,29.23076923,1.846153846,154.7692308,0.230769231,0.230769231,,,,,,,,,,11.53846154,,,,0.230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR,rutgers,American Athletic Conference,FBS,69,205,US,NY,New Rochelle,New Rochelle HS
1700,Sidney Rice,2007,Wide Receiver,63.6,4.9,MIN,13,,,,,,0,0,0,53,31,396,4,,,,,,,,,,,,44,76,200,,4.51,,39.5,119,4.34,7.09,1,,,,,,,72,10,1090,1,,6,1,1,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076923077,,,,,,,5.538461538,0.769230769,83.84615385,0.076923077,,0.461538462,0.076923077,0.076923077,,,,,,,,,,4.615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SO,southcarolina,Southeastern Conference,FBS,,,,,,
1701,Daryl Richardson,2012,Running Back,63.8,4,STL,16,,,,,,98,475,0,36,24,163,0,,,,,,,,,,,,252,70,192,,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abilenechristian,,,,,,,,
1702,Jay Richardson,2007,Defensive Lineman,34,2.1,OAK,16,,,,,,,,,,,,,,,,,25,8,1,1,0,0,0,138,78,279,,5,20,33,112,4.54,7.5,,,,,,,2,,,,,,,,,,,,,,,,,,,10,8.5,26,15,7,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.153846154,,,,,,,,,,,,,,,,,,,0.769230769,0.653846154,2,1.153846154,0.538461538,0.307692308,1.307692308,,,,,,,,,,,,,,,,,,,,,,,,,SR,ohiostate,Big Ten Conference,FBS,,,,,,
1704,Michael Richardson,2008,Defensive Back,19,1.9,NE,10,,,,,,,,,,,,,,,,,15,2,0,0,0,1,0,202,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,21,6,9,34,5,,,4,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076923077,,,,,,,,,,,,,,,,,,,1.615384615,0.461538462,0.692307692,2.615384615,0.384615385,,,0.307692308,,1.615384615,,,,,,,,,,,,,,,,,,,,,,SR,notredame,Independent,FBS,,,,,,
1706,Sheldon Richardson,2013,Defensive Lineman,75,4.7,NYJ,16,,,,,,,,,,,,,,,,,41,36,3,1,0,1,0,13,75,294,9,5.02,30,32,116,,,,,,,,,7,,,,,,,,,,,,,,,,,,,36,10.5,50,39,3,4,26,,,,1,,1,1,3,1,,60,,,,,,,,,,,,,,,,,,,,0.636363636,,,,,,,,,,,,,,,,,,,3.272727273,0.954545455,4.545454545,3.545454545,0.272727273,0.363636364,2.363636364,,,,0.090909091,,0.090909091,0.090909091,0.272727273,0.090909091,,5.454545455,,,,,,,,,,,,,,JR,missouri,Southeastern Conference,FBS,76,295,US,MO,St. Louis,College of the Sequoias
1707,Trent Richardson,2012,Running Back,203.7,13.6,CLE,15,,,,,,267,950,11,70,51,367,1,,,,,,,,,,,,3,69,228,,4.49,,,,,,,,,,,,,29,3,338,283,21,1679,1,,3,,66,,,,,,,144,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.230769231,0.230769231,26,21.76923077,1.615384615,129.1538462,0.076923077,,0.230769231,,5.076923077,,,,,,,11.07692308,,,,0.076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR,alabama,Southeastern Conference,FBS,71,224,US,FL,Pensacola,Escambia
1708,Theo Riddick,2013,Running Back,11.1,1.2,DET,9,,,,,,9,25,1,8,4,26,0,,,,,,,,,,,,199,70,201,,4.68,,32,118,,,,,,,,,,36,2,370,190,5,917,2,1,,,,,,,,,,42,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.769230769,0.153846154,28.46153846,14.61538462,0.384615385,70.53846154,0.153846154,0.076923077,,,,,,,,,,3.230769231,,,,0.076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR,notredame,Independent,FBS,71,200,US,NJ,Manville,Immaculata
